1 0,024999999999999998
2 1,0550000000000002
3 1,09
4 1,169
5 1,3379999999999999
6 1,354
7 1,6189999999999998
8 1,6949999999999998
9 1,845
10 2,05
11 2,4329999999999994
12 2,6
13 3,152
14 3,571
15 3,886
